External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
A/2025/PO/000258,,,25-01-2025,Nitin Kamble Advance A/C-CR,NitinKambleAdvanceA/C,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000257,,,25-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000256,,,25-01-2025,The Infinite Impressions-Mum,TheInfiniteImpressions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000044,,,26-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000045,,,26-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000046,,,26-01-2025,Praveen Raj Adv for Expenses-CR,PraveenRajAdvforExpenses,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000047,,,26-01-2025,Ashwath TV Advance for Expense-CR,AshwathTVAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000048,,,26-01-2025,Win Technologies-Che,WinTechnologies,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000261,,,26-01-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000260,,,26-01-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000259,,,26-01-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000049,,,27-01-2025,Win Technologies-Che,WinTechnologies,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000050,,,27-01-2025,Gala Event Solutions-Che,GalaEventSolutions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0008,,,27-01-2025,Pcss Solutions Pvt. Ltd.-Mum,PcssSolutionsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000262,,,27-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000264,,,27-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000263,,,27-01-2025,Abhimanyu Awate Advance-CR,AbhimanyuAwateAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000266,,,27-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000265,,,27-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000267,,,27-01-2025,Skil Travel Pvt Ltd (CR)-Mum,SkilTravelPvtLtd(CR),,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000268,,,27-01-2025,Mimo Retail Pvt Ltd (Amazon)-Mum,MimoRetailPvtLtd(Amazon),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000271,,,27-01-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000269,,,27-01-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000270,,,27-01-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000272,,,27-01-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000273,,,27-01-2025,Right Angle Productions LLP-Mum,RightAngleProductionsLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000274,,,27-01-2025,Sagar Services-Mum,SagarServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000275,,,27-01-2025,Sai Leela Enterprises-Mum,SaiLeelaEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000276,,,27-01-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000277,,,27-01-2025,Hanja Express-Mum,HanjaExpress,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000051,,,28-01-2025,Aishwarya Anil Kumar-Che,AishwaryaAnilKumar,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000052,,,28-01-2025,Sri Thanigaivel Electricals-Che,SriThanigaivelElectricals,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000053,,,28-01-2025,Expressions Enlivened-Che,ExpressionsEnlivened,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000054,,,28-01-2025,Joshi prints-Che,Joshiprints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000055,,,28-01-2025,Rekha Stills-Che,RekhaStills,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000056,,,28-01-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000057,,,28-01-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000058,,,28-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000059,,,28-01-2025,Evangelin Dominiic Advance A/c-CR,EvangelinDominiicAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000060,,,28-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000061,,,28-01-2025,Paulraj S Advance A/c-CR,PaulrajSAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000302,,,28-01-2025,Sudhakar Sawant  Advance A/C-CR,SudhakarSawantAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000295,,,28-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000278,,,28-01-2025,Woodcraft Production-Mum,WoodcraftProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000279,,,28-01-2025,S T Sound System-Mum,STSoundSystem,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000280,,,28-01-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000281,,,28-01-2025,Vivify Productions-Mum,VivifyProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000282,,,28-01-2025,Stage Décor-Mum,StageDécor,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000283,,,28-01-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000284,,,28-01-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000285,,,28-01-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000286,,,28-01-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000287,,,28-01-2025,Sayyed Mohd Rafiq-Mum,SayyedMohdRafiq,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000288,,,28-01-2025,Executant Media House Pvt Ltd -Mum,ExecutantMediaHousePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000289,,,28-01-2025,Aaa Rental Llp-Mum,AaaRentalLlp,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000290,,,28-01-2025,Start Edge-Mum,StartEdge,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000291,,,28-01-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000292,,,28-01-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000293,,,28-01-2025,Razzmatazz Ventures Pvt Ltd-Mum,RazzmatazzVenturesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000294,,,28-01-2025,Tm Ventures Pvt Ltd-Mum,TmVenturesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000296,,,28-01-2025,Host Vision Technologies-Mum,HostVisionTechnologies,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000297,,,28-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000298,,,28-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000299,,,28-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000300,,,28-01-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000301,,,28-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000303,,,28-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000304,,,28-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000305,,,28-01-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000306,,,28-01-2025,Fairmont Mumbai (Shrem Airport Hotels Pvt Ltd)-Mum,FairmontMumbai(ShremAirportHotelsPvtLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000307,,,28-01-2025,ITC Narmada Ahmedabad (ITC Hotels Ltd)-Mum,ITCNarmadaAhmedabad(ITCHotelsLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000308,,,28-01-2025,Metro Enterprises (Viral Hirabhai Patel)-Mum,MetroEnterprises(ViralHirabhaiPatel),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000309,,,28-01-2025,Atrika Majumdar-Mum,AtrikaMajumdar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000310,,,28-01-2025,Fastspring-Mum,Fastspring,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000311,,,28-01-2025,Hanja Express-Mum,HanjaExpress,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000312,,,28-01-2025,Hanja Express-Mum,HanjaExpress,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000062,,,29-01-2025,Paulraj S Advance A/c-CR,PaulrajSAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000063,,,29-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000350,,,29-01-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000339,,,29-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000336,,,29-01-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000344,,,29-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000343,,,29-01-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000341,,,29-01-2025,Hemanshu Sawant Advance A/c-CR,HemanshuSawantAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000340,,,29-01-2025,Hemanshu Sawant Advance A/c-CR,HemanshuSawantAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000335,,,29-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000334,,,29-01-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000324,,,29-01-2025,Chahek Poddar Advance A/c-CR,ChahekPoddarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000323,,,29-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000321,,,29-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000320,,,29-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000317,,,29-01-2025,Chahek Poddar Advance A/c-CR,ChahekPoddarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000349,,,29-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000348,,,29-01-2025,Ashwin Mishra Advance A/c-CR,AshwinMishraAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000315,,,29-01-2025,Pritam Amberkar Advance A/c-CR,PritamAmberkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000313,,,29-01-2025,Sameer Tobaccowala Advance-CR,SameerTobaccowalaAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000314,,,29-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000316,,,29-01-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000318,,,29-01-2025,Sound.Com Pvt Ltd-Mum,Sound.ComPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000319,,,29-01-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000325,,,29-01-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000322,,,29-01-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000326,,,29-01-2025,Jayant K Shetty-Mum,JayantKShetty,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000327,,,29-01-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000328,,,29-01-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000329,,,29-01-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000330,,,29-01-2025,Prem Enterprise-Mum,PremEnterprise,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000331,,,29-01-2025,IKEA India Pvt Ltd (CR)-Mum,IKEAIndiaPvtLtd(CR),,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000332,,,29-01-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000333,,,29-01-2025,Ushta Te Consultancy Services LLP-Mum,UshtaTeConsultancyServicesLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000337,,,29-01-2025,Sterling Book House-Mum,SterlingBookHouse,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000338,,,29-01-2025,Sterling Book House-Mum,SterlingBookHouse,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000342,,,29-01-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000345,,,29-01-2025,Jw Marriot Sahar Mumbai-Mum,JwMarriotSaharMumbai,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000346,,,29-01-2025,Impact KORE Learning Llp-Mum,ImpactKORELearningLlp,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000347,,,29-01-2025,Twintech Entertainment LLP-Mum,TwintechEntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000351,,,29-01-2025,Shree Padmavati Plastics (Happay)-Mum,ShreePadmavatiPlastics(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000352,,,29-01-2025,Four Points by Sheraton (Duet India Hotels Pune Pvt Ltd)-Mum,FourPointsbySheraton(DuetIndiaHotelsPunePvtLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000064,,,30-01-2025,Aishwarya Anil Kumar-Che,AishwaryaAnilKumar,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000353,,,30-01-2025,Fairmont Mumbai (Shrem Airport Hotels Pvt Ltd)-Mum,FairmontMumbai(ShremAirportHotelsPvtLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000354,,,31-01-2025,Fairfield By Marriott Mumbai (Associated Hospitality Pvt Ltd)-Mum,FairfieldByMarriottMumbai(AssociatedHospitalityPvtLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000065,,,01-02-2025,Eco Prints-Che,EcoPrints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000066,,,01-02-2025,Live Productions-Che,LiveProductions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000067,,,01-02-2025,Unicare Hospitality Services Pvt Ltd-Che,UnicareHospitalityServicesPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000068,,,01-02-2025,Elsie Mathew-Che,ElsieMathew,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000069,,,01-02-2025,Race View Tower Association-Che,RaceViewTowerAssociation,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000360,,,01-02-2025,Harsh Mudliyar Advance A/c-CR,HarshMudliyarAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000359,,,01-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000358,,,01-02-2025,Sunil Sawant Advance-CR,SunilSawantAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000355,,,01-02-2025,Fabworth Promoters Pvt Ltd-Mum,FabworthPromotersPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000356,,,01-02-2025,360 Bright Media-Mum,360BrightMedia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000357,,,01-02-2025,Prince Graphics Pvt Ltd-Mum,PrinceGraphicsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000361,,,01-02-2025,Nikhita Vora Advance A/c-CR,NikhitaVoraAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000362,,,01-02-2025,Aaa Rental Llp-Mum,AaaRentalLlp,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000363,,,01-02-2025,Mumbai Shree Garjana (Ajay Adsule)-Mum,MumbaiShreeGarjana(AjayAdsule),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000364,,,01-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000365,,,01-02-2025,Sagar Traders-Mum,SagarTraders,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000366,,,01-02-2025,Shakti Digital-Mum,ShaktiDigital,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000367,,,01-02-2025,Ambika Print Solutions-Mum,AmbikaPrintSolutions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000368,,,01-02-2025,Shakti Digital-Mum,ShaktiDigital,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000369,,,01-02-2025,Shivam Logistics-Mum,ShivamLogistics,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000370,,,01-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000371,,,01-02-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000070,,,03-02-2025,Mj Digital-Che,MjDigital,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000071,,,03-02-2025,Shanmugam J-Che,ShanmugamJ,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000372,,,03-02-2025,Atharva Shinde-Mum,AtharvaShinde,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000373,,,03-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000374,,,03-02-2025,Balaji Enterprises (Vinod Dalvi)-Mum,BalajiEnterprises(VinodDalvi),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000375,,,03-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000376,,,03-02-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000377,,,03-02-2025,Sound.Com Pvt Ltd-Mum,Sound.ComPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000378,,,03-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000379,,,03-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000380,,,03-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000381,,,03-02-2025,Shree Samarth Krupa Creation-Mum,ShreeSamarthKrupaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000382,,,03-02-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000383,,,03-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000384,,,03-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000385,,,03-02-2025,Right Angle Productions LLP-Mum,RightAngleProductionsLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000386,,,03-02-2025,M K Interior-Mum,MKInterior,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000387,,,03-02-2025,KVS Rostam Hires-Mum,KVSRostamHires,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000388,,,03-02-2025,Sharad More-Mum,SharadMore,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000389,,,03-02-2025,PT Iplanner Bali Jaya-Mum,PTIplannerBaliJaya,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000390,,,03-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000391,,,03-02-2025,KG Movie-Mum,KGMovie,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
