External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
C/2025/PO/000116,,,18-02-2025,Phalguni Sridhar Bangera-Che,PhalguniSridharBangera,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000681,,,18-02-2025,Mehraan Shaikh Advance A/c-CR,MehraanShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000666,,,18-02-2025,Woodcraft Production-Mum,WoodcraftProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000667,,,18-02-2025,Global Production Services-Mum,GlobalProductionServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000668,,,18-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000669,,,18-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000670,,,18-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000671,,,18-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000672,,,18-02-2025,Sudesh Patankar-Mum,SudeshPatankar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000674,,,18-02-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000673,,,18-02-2025,Jayant K Shetty-Mum,JayantKShetty,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000675,,,18-02-2025,Sajan Power-Mum,SajanPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000676,,,18-02-2025,Ultimate Source-Mum,UltimateSource,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000677,,,18-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000678,,,18-02-2025,Woodcraft Production-Mum,WoodcraftProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000679,,,18-02-2025,S T Sound System-Mum,STSoundSystem,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000680,,,18-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000682,,,18-02-2025,Greenix Experience Pvt Ltd-Mum,GreenixExperiencePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000683,,,18-02-2025,The Westin Pune Koregaon Park (Classic Citi Investments Pvt Ltd)-Mum,TheWestinPuneKoregaonPark(ClassicCitiInvestmentsPvtLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000684,,,18-02-2025,Aaa Rental Llp-Mum,AaaRentalLlp,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000685,,,18-02-2025,Aaa Rental Llp-Mum,AaaRentalLlp,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000686,,,18-02-2025,4Brains Technologies Pvt Ltd-Mum,4BrainsTechnologiesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000689,,,18-02-2025,Rentastic-Mum,Rentastic,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000687,,,18-02-2025,Parinita Nivrutti Pathare-Mum,ParinitaNivruttiPathare,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000688,,,18-02-2025,Himanshu Shekhar-Mum,HimanshuShekhar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000690,,,18-02-2025,Dhenuka Jyoti Shekhar-Mum,DhenukaJyotiShekhar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000691,,,18-02-2025,Twintech Entertainment LLP-Mum,TwintechEntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000692,,,18-02-2025,Yash Shah-Mum,YashShah,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000693,,,18-02-2025,Crystal Art Plus-Mum,CrystalArtPlus,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000694,,,18-02-2025,Taal-Swara (Vansh Markandey)-Mum,Taal,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000700,,,18-02-2025,Atish Pawar Advance A/c-CR,AtishPawarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000699,,,18-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000696,,,18-02-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000695,,,18-02-2025,End To End Solution-Mum,EndToEndSolution,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000697,,,18-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000698,,,18-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000701,,,18-02-2025,Artiligent Solutions Pvt Ltd-Mum,ArtiligentSolutionsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000702,,,18-02-2025,Adsmn Interactive Pvt Ltd-Mum,AdsmnInteractivePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000703,,,18-02-2025,Benchmark Marcom Pvt Ltd (OPC)-Mum,BenchmarkMarcomPvtLtd(OPC),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000117,,,19-02-2025,Color Box-Che,ColorBox,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000118,,,19-02-2025,Rekha Stills-Che,RekhaStills,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000119,,,19-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000120,,,19-02-2025,Praveen Raj Adv for Expenses-CR,PraveenRajAdvforExpenses,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000121,,,19-02-2025,Paulraj S Advance A/c-CR,PaulrajSAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000122,,,19-02-2025,Ashwath TV Advance for Expense-CR,AshwathTVAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0016,,,19-02-2025,Shree Raj Systems-Mum,ShreeRajSystems,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000730,,,19-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000729,,,19-02-2025,Tejas Damania Advance A/c-CR,TejasDamaniaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000718,,,19-02-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000717,,,19-02-2025,Shabnam Shaikh Adv. A/c-CR,ShabnamShaikhAdv.A/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000716,,,19-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000713,,,19-02-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000712,,,19-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000711,,,19-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000710,,,19-02-2025,Sumit Sangle Advance A/c-CR,SumitSangleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000708,,,19-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000707,,,19-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000706,,,19-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000705,,,19-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000709,,,19-02-2025,Sarfaraz Memon Advance-CR,SarfarazMemonAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000704,,,19-02-2025,4Brains Technologies Pvt Ltd-Mum,4BrainsTechnologiesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000714,,,19-02-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000715,,,19-02-2025,Om Audio Visual India-Niral Mehul Mehta-Mum,OmAudioVisualIndia,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000719,,,19-02-2025,KVS Rostam Hires-Mum,KVSRostamHires,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000720,,,19-02-2025,Sound Decisions.Com-Mum,SoundDecisions.Com,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000721,,,19-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000722,,,19-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000723,,,19-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000724,,,19-02-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000725,,,19-02-2025,Pravin Entertainment-Mum,PravinEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000726,,,19-02-2025,Nakul Sales Corporation-Mum,NakulSalesCorporation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000727,,,19-02-2025,V Touch Business Solution-Mum,VTouchBusinessSolution,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000728,,,19-02-2025,S T Sound System-Mum,STSoundSystem,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000731,,,19-02-2025,Vinit Video Vision-Mum,VinitVideoVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000732,,,19-02-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000733,,,19-02-2025,Sudesh Patankar-Mum,SudeshPatankar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000734,,,19-02-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000735,,,19-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000736,,,19-02-2025,Hanshraj Enterprise-Mum,HanshrajEnterprise,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000737,,,19-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000738,,,19-02-2025,Digicraft-Mum,Digicraft,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000739,,,19-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000740,,,19-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000741,,,19-02-2025,Globus Events-Mum,GlobusEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000742,,,19-02-2025,The Infinite Impressions-Mum,TheInfiniteImpressions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000743,,,19-02-2025,360 Bright Media-Mum,360BrightMedia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000744,,,19-02-2025,Compu Needs-Mum,CompuNeeds,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000745,,,19-02-2025,Effect Vision-Mum,EffectVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000746,,,19-02-2025,Event City - An Affair To Remember-Mum,EventCity,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000747,,,19-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000123,,,20-02-2025,Fiesta Car Rentals & Logistics Pvt Ltd-Che,FiestaCarRentals&LogisticsPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000124,,,20-02-2025,Aravind Kumar S Adv for Exp-CR,AravindKumarSAdvforExp,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000125,,,20-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000126,,,20-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000127,,,20-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000128,,,20-02-2025,Ashwath TV Advance for Expense-CR,AshwathTVAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000129,,,20-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000130,,,20-02-2025,Showmedia Solution Private Limited-Che,ShowmediaSolutionPrivateLimited,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000131,,,20-02-2025,Rekha Stills-Che,RekhaStills,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000132,,,20-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000133,,,20-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000134,,,20-02-2025,Shanmugam J-Che,ShanmugamJ,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000135,,,20-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000136,,,20-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000137,,,20-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000138,,,20-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000774,,,20-02-2025,Adil Jala Advance A/c-CR,AdilJalaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000771,,,20-02-2025,Maitree Dang Advance A/c-CR,MaitreeDangAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000770,,,20-02-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000768,,,20-02-2025,Honey Lalwani Advance A/c-CR,HoneyLalwaniAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000773,,,20-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000772,,,20-02-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000767,,,20-02-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000766,,,20-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000765,,,20-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000764,,,20-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000763,,,20-02-2025,Sagar Bamnolikar Advance-CR,SagarBamnolikarAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000762,,,20-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000758,,,20-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000748,,,20-02-2025,Gainskills Business Media Pvt Ltd-Mum,GainskillsBusinessMediaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000749,,,20-02-2025,Taj The Trees (Godrej Highrises Properties Pvt Ltd) (Happay)-Mum,TajTheTrees(GodrejHighrisesPropertiesPvtLtd)(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000750,,,20-02-2025,PVR Inox Ltd-Mum,PVRInoxLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000751,,,20-02-2025,William Penn Pvt Ltd-Mum,WilliamPennPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000752,,,20-02-2025,Westin Hotels & Resorts (The Westin Raleigh-Durham Airport)-Mum,WestinHotels&Resorts(TheWestinRaleigh,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000753,,,20-02-2025,Mahesh Borade-Mum,MaheshBorade,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000754,,,20-02-2025,Kompkare-Mum,Kompkare,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000755,,,20-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000756,,,20-02-2025,Vibrant Experiences LLP-Mum,VibrantExperiencesLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000757,,,20-02-2025,Eventers-Mum,Eventers,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000759,,,20-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000760,,,20-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000761,,,20-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000769,,,20-02-2025,Vivify Productions-Mum,VivifyProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000139,,,21-02-2025,Pro Audio Solutions India Pvt Ltd-Che,ProAudioSolutionsIndiaPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000140,,,21-02-2025,Color Box-Che,ColorBox,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000141,,,21-02-2025,Beena Joseph Advance A/c-CR,BeenaJosephAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000142,,,21-02-2025,Fiesta Car Rentals & Logistics Pvt Ltd-Che,FiestaCarRentals&LogisticsPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000143,,,21-02-2025,Fiesta Car Rentals & Logistics Pvt Ltd-Che,FiestaCarRentals&LogisticsPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000144,,,21-02-2025,Win Technologies-Che,WinTechnologies,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000145,,,21-02-2025,Sri Jay Enterprises-Che,SriJayEnterprises,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000146,,,21-02-2025,Color Box-Che,ColorBox,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000779,,,21-02-2025,Krisha Chheda Advance A/c-CR,KrishaChhedaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000778,,,21-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000775,,,21-02-2025,Right Angle Productions-Mum,RightAngleProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000788,,,21-02-2025,Sameer Tobaccowala Advance-CR,SameerTobaccowalaAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000787,,,21-02-2025,Gulfaam Shaikh Advance A/c-CR,GulfaamShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000785,,,21-02-2025,Gulfaam Shaikh Advance A/c-CR,GulfaamShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000776,,,21-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000777,,,21-02-2025,S T Sound System-Mum,STSoundSystem,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000780,,,21-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000781,,,21-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000782,,,21-02-2025,A S Teleprompters-Mum,ASTeleprompters,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000783,,,21-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000784,,,21-02-2025,Woodcraft Production-Mum,WoodcraftProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000786,,,21-02-2025,Adapt Affairs Solutions LLP (New)-Mum,AdaptAffairsSolutionsLLP(New),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000789,,,21-02-2025,Stonks Studios LLP (CR)-Mum,StonksStudiosLLP(CR),,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000790,,,21-02-2025,Trident Nariman Point-Mum,TridentNarimanPoint,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000791,,,21-02-2025,KG Movie-Mum,KGMovie,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000792,,,21-02-2025,Ravishankar Shastri-Mum,RavishankarShastri,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000793,,,21-02-2025,Padma Wedding Decor (OTV)-Mum,PadmaWeddingDecor(OTV),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000794,,,21-02-2025,Diya Event and Promotions-Mum,DiyaEventandPromotions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000147,,,24-02-2025,Shanmugam J-Che,ShanmugamJ,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000148,,,24-02-2025,Beena Joseph Advance A/c-CR,BeenaJosephAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000149,,,24-02-2025,Beena Joseph Advance A/c-CR,BeenaJosephAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000150,,,24-02-2025,Brijesh L Advance A/c-CR,BrijeshLAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0017,,,24-02-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
